model_type,training_samples,test_samples,features,training_r2,training_ic,test_r2,test_ic,annualized_return,sharpe_ratio,max_drawdown,total_trades,win_rate,outperformance,modules_available
Ensemble (XGBoost + Random Forest),2192,548,25,-0.7747795394443104,0.0563676335864987,-0.19210009001687656,-0.012541229882479426,25.473849819133896,0.9906317247286688,44.59941154843464,64,57.8125,12.310837455133928,True
