model_type,training_samples,test_samples,features,training_r2,training_direction_accuracy,test_r2,test_direction_accuracy,test_precision,annualized_return,benchmark_return,outperformance,sharpe_ratio,information_ratio,max_drawdown,calmar_ratio,total_trades,win_rate,profit_factor,target_achievement_score
Enhanced Ensemble (XGBoost + Random Forest),2642,661,51,-0.42407335751983743,0.566994700984103,-0.030087082464916648,0.5548780487804879,75.0,-0.8042409688600038,18.020270606635314,-18.82451157549532,-0.6210132183192696,-1.8891354638645146,7.785946025153034,-0.10329393066197069,21,42.857142857142854,0.7549574140590639,-0.6704437397984224
