date,portfolio_value,benchmark_value,position,signal,prediction,actual,cash,position_size,pnl,cumulative_return,benchmark_return,price,consecutive_losses
2022-06-13,100000.0,100000.0,0,0,0.002832658107159567,-0.0012708120965000402,100000.0,0.0,0.0,0.0,0.0,2943.0,
2022-06-14,100000.0,99796.81,0,0,0.0004727550236412507,0.002965590973163179,100000.0,0.0,0.0,0.0,-0.0020319401970777837,2937.02,0.0
2022-06-15,100000.0,99926.95,0,0,-0.0006330832912966253,0.0014145570158288212,100000.0,0.0,0.0,0.0,-0.0007305470608222822,2940.85,0.0
2022-06-16,100000.0,100057.76,0,0,0.0001327094791306753,-0.0007708764899649889,100000.0,0.0,0.0,0.0,0.0005776418620455661,2944.7,0.0
2022-06-17,100000.0,100043.15,0,0,0.0002620423072309675,0.005250877127437326,100000.0,0.0,0.0,0.0,0.00043153244988105145,2944.27,0.0
2022-06-20,100000.0,99872.92,0,0,0.0002677916350431934,0.013629280839394964,100000.0,0.0,0.0,0.0,-0.0012708120965000125,2939.26,0.0
2022-06-21,100000.0,100092.76,0,0,0.0006541730522927705,0.011559104194885483,100000.0,0.0,0.0,0.0,0.0009276248725790356,2945.73,0.0
2022-06-22,100000.0,100068.3,0,0,-0.0008165859637914836,0.013130685464565417,100000.0,0.0,0.0,0.0,0.0006829765545362898,2945.01,0.0
2022-06-23,100000.0,99980.63,0,0,-0.0004380983772586,0.01424672804450755,100000.0,0.0,0.0,0.0,-0.00019367991845065262,2942.43,0.0
2022-06-24,100000.0,100568.47,0,0,-0.0005164945944360327,0.009406263409162285,100000.0,0.0,0.0,0.0,0.00568467550118934,2959.73,0.0
2022-06-27,100000.0,101234.11,0,0,-0.0005043547262624045,0.004279500020138771,100000.0,0.0,0.0,0.0,0.012341148487937608,2979.32,0.0
2022-06-28,100000.0,101249.75,0,0,-0.0008325299953934093,0.0003657988173622062,100000.0,0.0,0.0,0.0,0.012497451580020424,2979.78,0.0
2022-06-29,100000.0,101382.26,0,0,-0.00115519131673552,-2.3460960960841604e-05,100000.0,0.0,0.0,0.0,0.013822629969418921,2983.68,0.0
2022-06-30,100000.0,101405.03,0,0,-0.0005305619631016335,0.004446529395010668,100000.0,0.0,0.0,0.0,0.014050288820931019,2984.35,0.0
2022-07-01,100000.0,101514.44,0,0,-0.00011345905300165347,0.0064567524777661145,100000.0,0.0,0.0,0.0,0.015144410465511465,2987.57,0.0
2022-07-05,100000.0,101667.35,0,0,5.442131731351555e-05,0.005895583993689835,100000.0,0.0,0.0,0.0,0.016673462453279064,2992.07,0.0
2022-07-06,100000.0,101286.78,0,0,0.000349807764203969,0.009027565777776303,100000.0,0.0,0.0,0.0,0.01286782195039079,2980.87,0.0
2022-07-07,100000.0,101379.88,0,0,-5.448197963022741e-05,0.010795646884143695,100000.0,0.0,0.0,0.0,0.013798844716275925,2983.61,0.0
2022-07-08,100000.0,101855.93,0,0,-0.0008551717451445232,0.00995456395407035,100000.0,0.0,0.0,0.0,0.01855929323819233,2997.62,0.0
2022-07-11,100000.0,102169.89,0,0,0.0006451587034869706,0.006594919617142203,100000.0,0.0,0.0,0.0,0.021698946653075108,3006.86,0.0
2022-07-12,100000.0,102266.73,0,0,-0.0019042850546487698,0.006469061803296539,100000.0,0.0,0.0,0.0,0.022667346245327936,3009.71,0.0
2022-07-13,100000.0,102201.16,0,0,-0.0006258214908906842,0.007091609093750284,100000.0,0.0,0.0,0.0,0.022011552837241034,3007.78,0.0
2022-07-14,100000.0,102474.35,0,0,0.00021794629143193339,0.005882313931202754,100000.0,0.0,0.0,0.0,0.024743459055385757,3015.82,0.0
2022-07-15,100000.0,102869.86,0,0,0.002842850213493128,0.004915011263567415,100000.0,0.0,0.0,0.0,0.028698606863744498,3027.46,0.0
2022-07-18,100000.0,102843.7,0,0,0.003241757843056852,0.004126620169227602,100000.0,0.0,0.0,0.0,0.028436969079170957,3026.69,0.0
2022-07-19,100000.0,102928.3,0,0,0.0021038816999096963,0.0030074145478313774,100000.0,0.0,0.0,0.0,0.029283044512402268,3029.18,0.0
2022-07-20,100000.0,102925.93,0,0,-5.918139027295919e-05,0.003337614018638968,100000.0,0.0,0.0,0.0,0.02925925925925927,3029.11,0.0
2022-07-21,100000.0,103077.13,0,0,-0.0005041493599183824,0.0037282928308652874,100000.0,0.0,0.0,0.0,0.030771321780496075,3033.56,0.0
2022-07-22,100000.0,103375.47,0,0,0.000700929247248037,0.008023429333999355,100000.0,0.0,0.0,0.0,0.03375467210329603,3042.34,0.0
2022-07-25,100000.0,103268.09,0,0,-0.000407667502015117,0.01306273402694158,100000.0,0.0,0.0,0.0,0.03268093781855248,3039.18,0.0
2022-07-26,100000.0,103237.85,0,0,0.00020286519678107656,0.015212504402147387,100000.0,0.0,0.0,0.0,0.03237852531430515,3038.29,0.0
2022-07-27,100000.0,103269.45,0,0,0.0009525898895861088,0.015323010509275425,100000.0,0.0,0.0,0.0,0.032694529391777034,3039.22,0.0
2022-07-28,100000.0,103461.43,0,0,0.00044024461929322717,0.0140301556388287,100000.0,0.0,0.0,0.0,0.03461433910975189,3044.87,0.0
2022-07-29,100000.0,104204.89,0,0,0.0008328418296558496,0.006691122523844406,100000.0,0.0,0.0,0.0,0.04204892966360858,3066.75,0.0
2022-08-01,100000.0,104617.06,0,0,0.002221147495424559,0.0018058514784595747,100000.0,0.0,0.0,0.0,0.04617057424396888,3078.88,0.0
2022-08-02,100000.0,104808.36,0,0,0.00213279731880106,-0.0011444281263475187,100000.0,0.0,0.0,0.0,0.048083588175331385,3084.51,0.0
2022-08-03,100000.0,104851.85,0,0,0.0023261864009128646,-0.001659218546952279,100000.0,0.0,0.0,0.0,0.04851851851851854,3085.79,0.0
2022-08-04,100000.0,104913.01,0,0,0.001579823476956696,0.0007611114169951971,100000.0,0.0,0.0,0.0,0.0491301393136257,3087.59,0.0
2022-08-05,100000.0,104902.14,0,0,0.0016798325031551122,0.005733220612385681,100000.0,0.0,0.0,0.0,0.049021406727828724,3087.27,0.0
